0.0,-1.5247050331520549e-05,0.0015265780588586502,-5.26457173951416e-06,-0.0010379472617589873,-1.3538838786238327e-05,3.832672572803256e-05,-1.5643368057214927e-05,0.0002946824576765147,-2.0379578647301796e-05,-0.0002225053485941567,1.1921101462717627e-05,0.005959064086195584,0.00022954721549999096,0.012920735851096715,0.0005507003667932983,0.012949032898431453,0.0007852843519397905,0.008423793035626305,0.000983329661317445,0.008507183577444162,0.0010981970818661174,0.0027545107675027913,0.001201444555256587,0.005749936414511436
0.0,-2.0109723908283453e-05,0.001080477507830326,-9.070443477822169e-07,4.685865803093052e-06,-1.4267218137262044e-05,0.0001931554227309912,-1.0276427940647692e-05,-0.0008071296489512716,-1.7033943185335943e-05,3.3499871090978306e-05,2.2391438906848104e-05,0.0054505842540831136,0.00023456559394965644,0.011324770679512253,0.0005456609159033327,0.01482729602185901,0.0007805887177702478,0.007369802411283808,0.00096865916153941,0.008374040531609594,0.0011281772077810712,0.004733033213608733,0.0011769422174506864,0.0009456628413385787
0.0,-1.8506556656761774e-05,0.0005971327585804804,-6.051005871600546e-06,0.0006154599211770631,-4.394030872554507e-06,-0.0010117488296774706,-8.179005201650585e-06,0.0006896410795626808,-1.4643542578111167e-05,4.84669369828692e-05,4.852742780653026e-05,0.004471591880402696,0.00023541686323865654,0.013375848370851756,0.0005303456891714448,0.01109997810374339,0.0007871684808928608,0.009535123688983021,0.000951714649550445,0.008401623687224606,0.001149427809588314,0.005364125942923522,0.001177837222207942,-0.0005374395184452172
0.0,-1.913255731199556e-05,0.0001446785737423149,-7.656575899329363e-06,0.0007922860858345012,3.822928816117966e-06,0.00042661358548228066,-1.4412739368058872e-05,-0.0009930038499547198,8.518532077156923e-06,0.0002606021447770497,5.946160796906947e-05,0.005621095502914651,0.00024866477572060597,0.009794300543952288,0.0005196693061722325,0.01318609765876499,0.0007675785971860195,0.009071858874062385,0.0009685457487233232,0.008088941542754887,0.0011419486899283834,0.0067090942520454215,0.001213686085610897,0.0010370273532357792
0.0,-2.4373518211697937e-05,0.000980477224722013,-1.0108915866298581e-05,0.0006314900789084964,7.6009017843918654e-06,-0.0007293656141557195,-2.593646169853855e-06,0.001132036298791645,8.052244658148114e-06,0.00013058239642665302,8.451853557077935e-05,0.005784548511329906,0.0002582707114585629,0.009258660353388596,0.0005033690665261056,0.011919124605355906,0.000754623247455946,0.010143438671776491,0.0009834655799314165,0.009441083630917618,0.0011247349697421005,0.004044567077366155,0.0012929043051794088,0.009719691494530279
0.0,-2.6384719908150315e-05,3.766813174572366e-05,-3.3341371657869398e-06,0.00174746562767956,-1.89687935172883e-06,0.00010238610567331354,1.3901367410794527e-05,-0.0004000301633712037,6.938981432581198e-06,0.0003289888228868369,0.00010771527597557782,0.005971643961766556,0.0002687211091454659,0.009156409638645384,0.00048654820421290473,0.009431589238342308,0.0007427304421078067,0.012991422344209655,0.000991931092711576,0.007150138877268161,0.001120537829306597,0.007078593666208142,0.0013217496604386236,0.009436582021679173
0.0,-4.751476603975958e-05,0.004070638717103166,-4.250869653440456e-06,-0.0011298613185377012,4.836780616605825e-06,0.0017324508233799447,1.8315690739987747e-05,0.00012068064244696132,1.6631955260700346e-05,0.00012865574252558177,0.00011510379006771585,0.007747217510123316,0.0002872475789485902,0.0069529383281875315,0.00046552741046757397,0.00933518549416277,0.0007398850500150322,0.014057973580581496,0.0009811546650320831,0.006192158868779169,0.001133448772917036,0.008842148176773295,0.0013374396266821406,0.00867582931101446
0.0,-2.202235060003516e-05,-0.0006923344492121314,-1.0751334241714763e-05,0.0019821547051904697,6.767039047781299e-06,0.000212536675903435,2.667568026758555e-05,0.00019519725687620253,1.9461494444707947e-05,0.00026598335665926865,0.00012325653599637573,0.0071866280691195265,0.00030308674548931415,0.0061675822742782525,0.00044680289965084936,0.010456472253615698,0.0007404150515106852,0.01161814683478408,0.0009600166282065472,0.009480115751304334,0.0011529986102924712,0.007168693078054947,0.001362557498861643,0.010776133946778784
0.0,-2.2355989618528426e-05,-0.00013696268689737537,-1.779978846162746e-05,0.0011381821062340226,1.8473375182514993e-05,0.0006976450732768885,2.448599254489028e-05,0.0006512584111385747,2.1719913328731543e-05,7.570858707321684e-05,0.0001379412104123398,0.008908230237504077,0.0002898138409844062,0.005089586300304349,0.00046409107963592733,0.010081512993882456,0.00071371956074346,0.011143434972844863,0.0009503201870430333,0.009663595602296897,0.0011749616474761046,0.010042704670846957,0.0013547860821399187,0.006488111350338683
0.0,-3.0875635000745235e-05,0.0008571615904576774,-1.5355269525732565e-05,0.0005229488260591852,2.0126721009287102e-05,0.002406716091008562,2.3067004575329852e-05,-0.001909398412726845,1.941303760664737e-05,0.0006658064901324406,0.0001479987696321245,0.005510667109163287,0.0002808512216415669,0.007836770980467114,0.00048061981386563363,0.008723378852317084,0.0006865623880822686,0.010291450183197761,0.0009408831719803329,0.011390952314937853,0.001191328167524016,0.009918997359818328,0.0013755134150587002,0.007192560816875858
0.0,-3.290878123485366e-05,0.0005741879069012109,-1.3705591867168464e-05,0.0014625341450947103,2.070373445578258e-05,0.0008323136053004286,2.6534313836663336e-05,-0.00010270497995093898,2.2983705142721025e-05,0.0003510072353618937,0.00013066584948043909,0.005891006200394384,0.00028524575295393634,0.008542037713375033,0.0004884193736805844,0.008202286329927894,0.0006659052011347907,0.008788148599820413,0.0009314186429718269,0.014096307127815615,0.0012004682914422973,0.008619108561644438,0.0014153760626975614,0.010513338011749748
0.0,-4.178863365638927e-05,0.0010670713751406277,-7.231157019846088e-06,0.0020952763533955143,1.7670614350462726e-05,-9.863826736319084e-05,2.869024107074433e-05,0.0012574010623106124,2.9336427056205725e-05,-0.00015948989348276766,9.667541392104283e-05,0.008113576696084103,0.0002997161704481614,0.007988048395373969,0.0004867551426656209,0.008099060189327375,0.0006506227740179632,0.008317074392450382,0.0009242013414879114,0.013442304780882637,0.0012079607601708094,0.012154236817018816,0.0014307321607626034,0.00813660991059153
0.0,-6.145473775833997e-05,0.0035441810208335055,2.347143102301186e-06,0.0012098150133717977,1.2115725781698592e-05,0.0009459899626383804,3.003545354510699e-05,-0.00047855964311615,1.4008705617774738e-05,0.00011684358244811115,8.164985822981763e-05,0.005822027125227139,0.0003081371977383158,0.011508311826487243,0.0004736642319508988,0.004801825297877147,0.0006560302208964998,0.010485153576698342,0.0009020425372630385,0.012850501987008994,0.001215046700793241,0.012121200210322675,0.0014773343032488094,0.011754300912524208
0.0,-6.520731662223081e-05,0.004272049837968495,1.239313453853974e-06,0.0007697255864331092,1.7690352524833765e-05,0.0010249382615946836,2.32310226117136e-05,-0.0008980063144387475,-4.665106405512614e-06,-1.104234832258828e-05,7.60230182272275e-05,0.007521581598556877,0.0002988124773108201,0.0098745345488523,0.0004754271371975249,0.0063815750196300845,0.0006451944436279951,0.009772756522059372,0.0009009511481231898,0.011766156455065032,0.0012076362820695726,0.015020174441877063,0.0015207375022941708,0.012839317464007988
0.0,-4.1209169914353297e-05,0.0003403883918636955,-6.777642683732465e-06,0.0029877647271849377,2.68574502626984e-05,-8.422771201834121e-05,9.22787488114337e-06,-0.0015317581831488824,-1.7773731869095984e-05,-3.178909043756668e-05,7.996871024518946e-05,0.00930349887632289,0.0002789541032053783,0.007742711129841187,0.00047529957022385494,0.008383224170148886,0.0006433530381922668,0.008017203141531365,0.0008956496656619476,0.01315712819547694,0.0011970524208299587,0.014729659082586142,0.0015863107110830857,0.01820461689321987
0.0,-4.202432748262254e-05,0.0013074460972389238,-1.1505475263135019e-05,0.0019354866605506157,3.70291465343137e-05,0.0001603072624839379,-1.0043431898073075e-05,-0.002325582664266104,-2.1458064779825144e-05,0.00046753485567411465,8.783882429160284e-05,0.0058652746833394685,0.00026325317526555735,0.009468196213248023,0.0004620996466688392,0.008577656435779974,0.0006549154953264961,0.008018580967972613,0.000878280865164035,0.01263395629281841,0.0011995867127166332,0.015616205922418188,0.0016274048412699795,0.02068268981624873
0.0,-4.607462393085613e-05,0.001628098544071198,-4.507823207933491e-06,0.0020480561494667696,3.046076174483997e-05,0.00020587689193915572,-1.9547357609902334e-05,-0.002317632149111734,-4.533852545946172e-06,0.0004152728565308539,8.077601261866524e-05,0.006544947912665255,0.00024560858511457883,0.007901979076328933,0.00045567522003951797,0.00916799472860993,0.0006582086420581952,0.009778280448061654,0.0008651214342381999,0.009288369708071433,0.0012100283068629725,0.019989261868824562,0.00163097261246215,0.017218469607970945
0.0,-5.2613517463863025e-05,0.0023744024898281146,6.668993479010999e-06,0.00266953914804591,1.0057652031980655e-05,-0.002489011012836765,-5.326538424009028e-06,0.0014411666038542153,1.5837285867674583e-06,4.848557834956916e-05,7.31975867293689e-05,0.005610502449733374,0.00023515013761915527,0.008563344648751714,0.0004365368442724061,0.00992508860249933,0.000665820140114815,0.0078413698399628,0.0008581893667760218,0.012002764998539512,0.0012114039045623315,0.018584455864057974,0.0016701168620500255,0.020758477468390373
0.0,-6.924592432866183e-05,0.005309274256578278,1.9919423783898117e-05,0.0007605609914374378,-1.17481691707458e-05,-0.0007894625883144784,4.099653507601647e-06,0.000811647471737407,1.4524848782629365e-05,0.00010120071943355005,6.310154379916603e-05,0.004911285935064415,0.00021945175089516176,0.007382530759524768,0.00043340307458524896,0.011370070745269786,0.0006500221701112871,0.007954654992537148,0.0008663010811120497,0.012278089561470966,0.0012138433263785397,0.017990002205771752,0.0016968808309854456,0.02309457940598527
0.0,-5.678153046415987e-05,0.0053471220673533895,1.2350377186195651e-05,-0.0009020135852001287,-1.5756254071314453e-05,6.27890645369972e-05,8.39995306053115e-06,0.0013419230275985325,1.5555458256811423e-05,5.807191087683137e-05,6.42000231893651e-05,0.003659317164952449,0.00019661378043612655,0.009132809584992418,0.0004308473082600391,0.009189398793339508,0.0006305610581657399,0.010040876347850683,0.0008787021837482802,0.011328218022562401,0.00122309772896512,0.019844016784729947,0.001689740059096041,0.0202785121706256
0.0,3.95067777512761e-06,-0.0022113132687858633,-1.1639995291014485e-05,0.0013054364308002749,-1.0129610878675712e-05,-0.0005214015093885078,7.042209320897441e-06,0.0009097726157981797,1.4518143487099834e-05,0.00018606210338831578,5.7161909573912944e-05,0.0023085569666628086,0.0001897391451137014,0.010188211506509736,0.0004098799998281708,0.008275897188244636,0.0006232553314684254,0.010257125423386302,0.0008833866442697071,0.01366147294958537,0.001238224999526343,0.01770398828877602,0.001692189217047732,0.021083320604639338
0.0,3.2227782614209286e-05,-0.003339738860254609,-3.449551428112284e-05,-0.0011218890552939992,4.004196380682824e-06,0.0015128948172558848,-2.6295441025554436e-06,0.00032283649819169396,1.5724858696535377e-05,-3.266246132394585e-05,3.9464577124981214e-05,0.004699383542242832,0.00018998967143608848,0.006409328146114709,0.0003881464966821368,0.011000508103082956,0.0006092600567469945,0.009805459161201931,0.000892592585679551,0.014596191967309866,0.0012589555900608964,0.017259933101791178,0.0016715387898088856,0.018683968020548676
0.0,5.2451127737585256e-05,-0.0055837376772616895,-3.8002789984654556e-05,-0.0008838554241471586,-7.3999259935906825e-06,0.002327050674245637,8.897643493206504e-06,-0.0012814980314203258,-1.1805230169751309e-05,0.00011552637547278016,4.546097812380539e-05,0.004170045705239554,0.00018019725310814251,0.007615213549291738,0.0003610021999821008,0.008963478798881137,0.0006042764178384986,0.011362114810652765,0.0008984370714957895,0.015527464444726425,0.0012814984638913382,0.017062644230981083,0.0016431720026819769,0.015208316486572927
0.0,4.1890657809698795e-05,-0.003622084903001255,-2.9534479954760192e-05,-0.001972240414468118,-2.172313205302992e-05,0.002568532444247819,1.5696674483800046e-05,-0.0011088500209615066,-2.695838617430768e-05,-1.441324394285618e-05,4.726020848852119e-05,0.005065330830072748,0.0001667197731958536,0.006794762279815124,0.0003427126567483984,0.007978785025383704,0.0005890071360593903,0.013689520639830241,0.0009140782444948784,0.015518041931265615,0.0012963065970289758,0.01639749580042301,0.0016281714025321416,0.01373287245075591
0.0,2.4076295980978358e-05,-0.001052363570440817,-1.9280536512818904e-05,-0.0027667920707707115,-2.7082922806181624e-05,0.002021487587550517,1.6313344139091539e-06,-0.00013853851647604347,-9.397515685582844e-06,-4.679975265970738e-05,3.2597812932547314e-05,0.005023168981228376,0.0001647965814411713,0.004539522426504597,0.0003201313164125555,0.010388376371605333,0.0005702391414529356,0.0129417067440385,0.0009410069928409336,0.01701068860453064,0.0012981238007906033,0.015082082707124068,0.0016321435664284293,0.014462529887237867
0.0,2.652537592969736e-05,-0.0027582002658829473,-1.1355029404008968e-05,-0.00016784289052300193,-3.0335144911385663e-05,-0.001099799954290278,-1.622884952100927e-05,0.0018700643556024562,8.134278613992136e-06,2.735143457677046e-05,3.3409595420244974e-05,0.003007872591378458,0.00014888422814400822,0.006787345846923355,0.00029640366914546727,0.00728106310973855,0.0005692593051786465,0.015346679972315194,0.000951286614625638,0.018348707427694986,0.001304568887432841,0.012732687616417167,0.0016411500930791796,0.016402442204727693
0.0,5.822655720511541e-06,-7.192447890246663e-05,-1.4100903297601553e-06,-0.0006970339043658618,-3.0257680398139897e-05,-0.0019538890488183386,-3.5669190186720986e-05,0.0025083440295449056,1.876464857180499e-05,0.0002620999089335633,3.9119365490890444e-05,0.0012432645273765853,0.0001260766694326266,0.006303427757512777,0.00028461809163153124,0.007963900065354431,0.0005582486396994212,0.01728513510041615,0.0009654149505571272,0.015353824748223827,0.0013152201633555836,0.016343865112045157,0.0016113065232018031,0.01071184018698225
0.0,-1.1705362639702732e-05,0.00197004046281922,9.56614192780184e-06,-0.0011377238858751185,-3.649919852279771e-05,-0.0015875361557925027,-4.189122738822481e-05,0.0016201424402926335,1.269611749364635e-05,0.0003766720492371287,4.571034095034285e-05,0.0017019651059802363,0.00010269172468824076,0.00408352100067468,0.0002663633512512093,0.010034794214703567,0.0005672128945467331,0.016606156763108424,0.0009616955409164081,0.017597353853283402,0.0013231312091320456,0.013076706559090105,0.001631586999704305,0.014483109904564341
0.0,-7.058396753182612e-06,0.0011029309055781472,9.997947428632158e-06,-0.0003591191956934687,-4.048723676379643e-05,-0.002570723973092348,-3.4222749657316135e-05,0.0021537030277823175,-8.435825574402447e-06,0.00023312821156514364,4.798134510906523e-05,0.0023348887860602883,8.437166944348846e-05,0.0026118636734876874,0.00024541254548374083,0.012891742572482448,0.0005772269043978997,0.013978587503316169,0.0009620905128835232,0.01927298941828174,0.0013265629076819978,0.013665421900053976,0.001633381160553805,0.013361334006541319
0.0,2.4246221716705025e-06,0.000550219226720775,1.4109667857671478e-06,-0.001245705378254949,-3.329335384670124e-05,-0.0008694307497136939,-3.541789198096527e-05,0.0006693175904036108,-1.2616699545431755e-05,0.00014595290962026987,3.4287569189607304e-05,0.0035216119726953015,6.549592419622963e-05,0.001354381395864447,0.0002400391115401118,0.012480917844799627,0.0005796366488862645,0.017693748993321722,0.0009567209193475494,0.015369966859551852,0.0013353949147955155,0.01604456226920697,0.0016293840122560152,0.011403828894890103
0.0,2.533565999290565e-05,-0.0017575661399950218,-1.417969779728483e-05,-0.0013435462947491892,-2.2651799719368154e-05,-0.00010222977172889989,-3.301893863808467e-05,-0.0002477970232113242,-1.3342867949883588e-05,0.00042895293309070406,1.071868762817358e-05,-0.0007442841865173361,6.42608886548408e-05,0.005601207353335769,0.00022186035551605875,0.01121731360305895,0.0005865601266705234,0.01739373832824813,0.0009589559886347431,0.01619587020419934,0.0013271302433235732,0.01562029308617806,0.0016617654177220908,0.014295498295199936
0.0,4.7602636306791257e-05,-0.004616170585620042,-2.5785992787030646e-05,-0.0006317036411746361,-1.697451469419468e-05,-4.175749309923693e-05,-2.359457118058837e-05,0.0008046645449353425,-2.3468619991122334e-06,-0.00024340717143750724,-2.381177534628888e-05,0.002195226037889889,4.930081149902224e-05,0.004246434170621248,0.00023325008726028733,0.011547077070015106,0.0005717578090502072,0.017613665310639293,0.0009699290250582601,0.016519967043372132,0.0013135962665984096,0.01509269664438092,0.001702751369168953,0.018223633967979318
0.0,4.219424114428699e-05,-0.0037321200523077903,-2.3634277538270406e-05,-0.0011963541740101728,-2.511862139090524e-05,0.0005381274855104756,-7.932499589836086e-07,0.0006622481742199616,-1.1663770602991621e-05,-0.00020889303487407304,-4.061304115206058e-05,-0.0005070242170901192,3.4700272941533615e-05,0.006484979533251072,0.0002430647675345533,0.012147520939859146,0.0005598517560138061,0.01666987992129354,0.0009723132768119583,0.01619913372347739,0.0013106074569578774,0.016428035689904415,0.001718750756764397,0.018403605504028236
0.0,1.8766801296986205e-05,-0.0004002727559281163,-1.5316552475449653e-05,-0.0030345647294497003,-3.110082740341511e-05,0.0026515908325165133,1.231373488868414e-05,-0.000631861558510948,-1.558804223488394e-05,-0.0001823884341147269,-4.886275177392604e-05,-0.0017245591442635955,1.5655973305291023e-05,0.008811320227049712,0.00024882796767115747,0.010329393081485568,0.0005683787649183833,0.0172792527740276,0.0009462255871469891,0.016856755515917574,0.001326266569552315,0.015681779056340918,0.0017261287562581758,0.019130048939613876
0.0,2.2358325737942257e-05,-0.001854706099293533,-1.6611280408799642e-05,-0.0014962864370188106,-2.4465891397919647e-05,0.0015314600906465806,1.1287668214629016e-05,0.0002460058415334871,-5.91649420653962e-06,-0.0004412860760076133,-6.424075151750237e-05,-0.0004196395461128404,8.925262669660567e-06,0.006364584581080061,0.0002519027329070515,0.014342995856924945,0.0005681647678824969,0.01372123274443221,0.0009307859286112961,0.016948531870994644,0.0013404662694203938,0.019405165508018993,0.0017023630642856483,0.013368422662759765
0.0,2.59608527680604e-05,-0.0031904641577515497,-2.150183536478287e-05,0.00017650591448105062,-9.121775618593606e-06,-0.0005931341779116218,1.1710065409650624e-06,0.0015491984182940198,-4.716335142327192e-06,-0.00042414404547841064,-5.994132823593039e-05,-0.0012938771259102177,-3.097825956162173e-07,0.0068714993731017904,0.00025016167865576846,0.014255512347550587,0.0005780009877340818,0.013238411984153433,0.0009062140741879029,0.018701606121785088,0.0013497528573713957,0.016760807299551633,0.0017304750470059976,0.017571209914320297
0.0,3.037424934069462e-06,-0.0010679282331193954,-1.3047204379469336e-05,-0.00014822073706463154,-8.004976108195655e-07,0.0011073923968863684,-1.4839711763848154e-05,-0.001694381292876837,-5.483828556465672e-06,0.00019972354311376263,-4.592397828513081e-05,-0.0032277437018593982,-6.706038809463183e-06,0.007725397009060108,0.0002534683157647871,0.013988564291211314,0.0005659586225771736,0.01341848737037433,0.00091121743520523,0.017137316869130947,0.0013418187344198156,0.019828264205018188,0.0017417996618694595,0.01613751353354168
0.0,-2.422027179938951e-05,0.0018340529273166942,-3.8029577773198696e-06,-0.00020084882050266738,4.310521495717272e-06,-0.0001721805131866998,-1.772363909811619e-05,-0.00012894555536916422,-1.3992260431042945e-05,-0.00014235195381912436,-3.440976852968413e-05,-0.0005823535576827208,-6.719062402782929e-06,0.006483285477428117,0.00025361747026479123,0.012459085220368918,0.0005536019531695441,0.015338035383131573,0.0009196064015923552,0.016327063551797794,0.0013254158404528008,0.01977739788517624,0.001784354089016245,0.02015897187246164
0.0,-3.242957689223142e-05,0.0005263864634738753,9.210052168209653e-06,0.0028899706100398038,-3.232790259881527e-06,-0.0022793969537274177,-1.1178742749838639e-05,-0.0001635518591675429,-2.011614607538836e-05,1.258275589992026e-05,-3.556875535602404e-05,-0.0009563651929657828,2.566869628229691e-05,0.005834717480416231,0.00022745594967828027,0.01309064579606995,0.0005530231755053207,0.014576072546830432,0.0009233266670811282,0.01745910319780143,0.0013115040657930494,0.018288042331821085,0.0018289066308097039,0.025281872316577223
0.0,-7.103687694195397e-05,0.006558108563988899,1.567956285317689e-05,-0.0003685945917200555,6.272642372457576e-06,-0.0006415661187253276,-1.8680877340378323e-05,0.0002888709270048664,-1.2002940895992608e-05,-0.00034542804822895664,-3.4818057119153e-05,0.002447440856968132,4.886668581138264e-05,0.004075547072906978,0.0002126939894242129,0.011006288089468916,0.0005494694460570099,0.017314962317236005,0.0009173506160233547,0.015228702494811532,0.0013166336441429827,0.020737520339325143,0.0018214185859650497,0.02267906935460478
0.0,-5.328247205212404e-05,0.0024551684878809385,1.5005879919995714e-05,0.0026680150651865048,5.127701660943085e-06,-0.0012750834898147569,-1.300464517339282e-05,-0.001484610580197852,-1.8825031434475777e-05,0.00016393155574455975,-1.2160885545320355e-05,0.0005043807374681023,6.47109391144107e-05,0.005567711280643678,0.00020398891101313721,0.00921097407866851,0.0005416363561399676,0.017728796493215123,0.0009091366400213341,0.015294370941676788,0.0013280635464316742,0.02177823789167244,0.0018072393748226547,0.02019163316676836
0.0,-4.64839028319053e-05,0.002696162002180284,1.493731769309447e-06,0.0016194711904398329,2.0541260062930316e-05,-0.0016732624296324347,-1.223057025417562e-05,0.00037374590821255717,-1.7138641114387145e-05,-7.843800201312583e-05,1.2495371282705386e-05,0.0023791048870098652,6.559801628419035e-05,0.0033174264624635163,0.00021814506536555226,0.010128595818665202,0.000518440619685293,0.015915655554374773,0.0009048358606949052,0.018432568860295432,0.0013377496566543826,0.01885095849384808,0.0018145478309167244,0.02254802687176416
0.0,-3.312579702072037e-05,0.0007658751737210425,-3.2824286304382845e-06,0.0017468176443458554,2.1696159880022636e-05,0.0007298438229236039,-9.302198244195286e-06,-0.0024442522390164144,-2.0859266715572953e-06,0.0003162988663793475,3.032792301620919e-05,0.0021407833194585935,7.23700408379629e-05,0.0021779104395179215,0.00023291784738800286,0.011537234258575118,0.0004908018125900874,0.012763355114032156,0.0009063911610409901,0.020766472018490346,0.0013483091896010898,0.019677885434889745,0.001791573286766135,0.01902865264512906
0.0,-2.7682843477732392e-05,0.0009649968875460853,-9.47222656237743e-06,0.0010266032172705534,1.978529137449104e-05,2.7909674550301812e-05,9.863443813399353e-06,2.8411354504317906e-05,2.4542345423051346e-06,0.00015616824964840388,4.7800009048248265e-05,0.0006919988526804083,8.184262035475513e-05,0.005632418825928565,0.00023720607143314925,0.006662098626727581,0.00048604469542270877,0.015078396319908295,0.000884891240662915,0.021191587585027864,0.0013690472479979169,0.018706590706868767,0.0017748164371554865,0.01794142158600115
0.0,-2.1671007311233317e-05,-2.0644258593228754e-05,-7.102775100283919e-06,0.0013158229827232998,7.791433187225684e-06,0.0008308913251890611,2.7656987577124924e-05,-0.00010798023277727375,2.446916355243035e-05,6.723268207536217e-05,3.5134462798049665e-05,0.001366454255710272,0.00011364846014363243,0.003904727944812841,0.00023645320656625886,0.008039815962813526,0.00047171087599510054,0.01434135323558848,0.0008830036757620052,0.019882496924600982,0.0013743487346801531,0.02149667896235212,0.001754258384898681,0.013966858902345388
0.0,-2.8751611821031175e-05,0.002106294498454076,-8.19904610589359e-06,-0.0006576063405543606,4.184672911031825e-06,0.0015916191179230373,4.2133827583029895e-05,0.0015766221350322182,3.0943180622658504e-05,-0.0004318317371555505,3.3831977821276445e-05,0.003733973374644058,0.00013386861970952806,0.003741932926503507,0.00023294997806794172,0.006424336928775387,0.00047275708490250086,0.013768599180239028,0.000878502261694632,0.02248781512855091,0.0013618646253314305,0.018549255904933826,0.001794660746460195,0.019756463247194052
0.0,-1.0202857262553353e-05,-0.0008784348865005607,-1.1241443325861743e-05,0.00079236164419844,-9.614753445148458e-07,0.001796446343089313,5.1815216112919834e-05,-0.00025270573169418033,1.5411192613906906e-05,2.747276935721497e-05,5.347357982386062e-05,0.00182477174901191,0.00014088626912311906,0.00505691612881215,0.00024068143681223078,0.005711207704610869,0.00046422095485782735,0.014379244807045853,0.0008847931200959509,0.02048954787071961,0.0013439177994287897,0.020584839809425944,0.001814808041876812,0.020609657077744363
0.0,-7.70125421623769e-06,0.00010680564311686723,-2.221173959440135e-05,-0.0009789777757116724,1.6565761684579167e-05,0.002906306088164185,3.525113595784973e-05,-0.0007338678129497375,1.1119292403025065e-05,-3.196823245888488e-05,6.930358167286962e-05,0.004206998269998438,0.0001366782357458238,0.0031933373933148647,0.0002558654578643417,0.00528877975538222,0.000464402175067473,0.01644164544352402,0.0008789942943913517,0.017688337850412142,0.0013312187796388224,0.02188857221173904,0.001835945087670046,0.022363669802509867
0.0,1.1998998645479017e-05,-0.003537990934728743,-2.6953119569519478e-05,0.001451755112096806,2.4867679116407543e-05,0.0017419090774102978,1.7938229488143105e-05,-0.001857359904395997,8.38730908892258e-06,0.00038198948583240285,7.430660465633447e-05,0.0027470885271651457,0.00015281209512685968,0.0037524433094261764,0.0002427922611618958,0.007401684652212971,0.0004907227009451381,0.012134366727060001,0.0008631822435030518,0.02032620161133984,0.0013181137396013137,0.02126507673607749,0.001860833160935047,0.024971530902447577
0.0,-4.760476228029289e-06,-0.001545548312661584,-1.8984734855755924e-05,0.0014369543373936482,2.616491520307235e-05,0.00018252527096598823,5.1621599250953815e-06,-8.82393173654095e-05,8.78807083929761e-06,8.425353683177084e-06,7.261870889355378e-05,0.005834702042260038,0.0001508488145170402,0.0011868026595489517,0.00025576851275889743,0.008265345080407084,0.0005063210343334964,0.0134869938749106,0.000839917594159145,0.01745501314410758,0.001320200302723726,0.022736859764485712,0.0018571854505788448,0.024340194311685465
0.0,-4.2434476401901815e-05,0.0026000759160753283,5.904423978300332e-06,0.0010790505949871277,7.92962987663757e-06,-0.00019470031700212297,4.098295130516677e-06,-0.0006598202628361093,-8.855052147086935e-07,0.00037604915875012556,7.445322664619748e-05,0.002999883094640666,0.00014992910634944028,0.0037637706978637495,0.00026895886426326314,0.008447445554601446,0.0005140400548980172,0.012433788069853471,0.0008322781574936355,0.01579833071105313,0.0013139657744506007,0.02574036745775043,0.0018437888929512059,0.02131003389803982
0.0,-7.137368461575537e-05,0.005941682432754832,2.440613186793108e-05,0.0005883085520295263,-3.742140501076567e-06,-0.0006187066659617451,-1.8869637083368489e-06,8.673506774453337e-05,3.604829484629933e-06,0.0001602567656504585,6.294543598843696e-05,0.0037781975814820774,0.00014282458675777038,0.005163201582356463,0.0002920004233098965,0.007104675501211654,0.0005186953708332526,0.011680317399427246,0.0008275059634333107,0.018280064899742637,0.0012990738939189514,0.021839588699108264,0.0018781197378474493,0.027766294065276653
0.0,-6.284006263784706e-05,0.0046513483546701375,2.2877172492202296e-05,0.001760065761343083,-1.7660769487566009e-06,-0.0027793728115715097,-1.1439561787452836e-05,0.0019329092288287721,1.1996165594925977e-05,2.0697705889384653e-05,3.756175338893712e-05,0.003164171012246924,0.00014776515388118975,0.005043368830351332,0.0003172579863102239,0.009969303292920218,0.0005042892176614766,0.009295438399035549,0.0008426820353874967,0.017188246667491473,0.0012849370040992852,0.0240848685156502,0.0018640675272971786,0.025454720577989816
0.0,-4.032246430909437e-05,0.0021681776022781656,1.23842308913622e-05,0.0020551464173279165,4.811055116670658e-06,-0.002361913678371513,-2.0586927943755987e-05,0.0010073945462652871,8.6116959094765e-06,0.00011088431803459443,2.4983610681204343e-05,0.0020065563548697474,0.0001455047087827606,0.009003856880628422,0.0003300421916581951,0.005606494481851629,0.0005195933693159154,0.012031271987048377,0.0008280106040864585,0.016920742814344903,0.0012889701200408208,0.02181017774621199,0.0018535779331724622,0.02689417259718985
0.0,-2.353205432286375e-05,0.0015208599123985294,5.52910948992024e-07,0.00035315973626895246,8.659995670532221e-06,-2.5608432982715805e-05,-2.071367434756084e-05,-0.0011614328475419656,-6.118218162590953e-06,0.0002550836416193346,1.164043572857059e-05,0.0016628968498132138,0.00015338262425254593,0.009557900666842898,0.00033349429258157137,0.007282847994102309,0.0005282696725732203,0.009834282797968998,0.0008304699202728983,0.016514718682333868,0.001290082425577319,0.02419183657439767,0.0018045583941490523,0.020956908168613328
