‘ª’èŒ‹‰Ê‚Í‰º•”‚É‚ ‚è‚Ü‚·
var_list,"['var_list', 'var_qty', 'dt', 'fs', 'simu_time', 'qty_x', 'total_length', 'height', 'depth', 'young', 'density', 'fix_type', 'damping_ratio', 'f_position', 'f_wave_type', 'f_mag', 'f_freq', 'k_jig', 'jig_position', 'animation_speed', 'sampling_length', 'vec_length']"
var_qty,22
dt,5e-07
fs,200000.00000000003
simu_time,0.03
qty_x,12
total_length,0.25
height,0.005
depth,0.02
young,205000000000.0
density,7850
fix_type,
damping_ratio,0.0
f_position,-2
f_wave_type,impulse
f_mag,100
f_freq,3000
k_jig,"[328000000, 328000]"
jig_position,"[8, 9]"
animation_speed,100
sampling_length,6000
vec_length,26







0.0,2.2145039950065312e-05,-0.004229995999159925,-1.2827060283575608e-05,0.0014650780733397157,2.2496359964456723e-05,0.001310268310109101,-1.3026110852392795e-06,-0.000635991596165057,3.308429565753931e-07,0.00011278869394591538,-1.3860798121242684e-07,-0.0005934344979117599,3.307118223216127e-05,0.0020281951990582295,8.064629486321657e-05,0.002730016301942257,0.0001404715911442621,0.0021256580463045564,0.00023264090921773414,0.004033455721467419,0.00035286603459764145,0.009117386097741287,0.000567620968662082,0.01591832201810956,0.0009456675196571431,0.018140557887661515
0.0,-9.183947222319503e-06,-1.9929485398052175e-06,-1.4314778279746657e-06,0.00039681134885927275,2.2524058270571853e-05,0.001961661467635744,-1.8545012014079664e-06,-0.002084091213293307,-2.5494071996763162e-05,9.004947062773592e-06,1.0168092966764893e-05,0.0019537029523027565,4.016227936817479e-05,0.002671381278660727,9.881505159717332e-05,0.001166031877834289,0.0001658924164101214,0.004392565065756107,0.00022935567936474782,0.004387225153794327,0.00035402146108266634,0.007702944363043456,0.0005844997001449295,0.015086280804633917,0.0009465299745423127,0.01754423694993573
0.0,-3.264114735768655e-05,0.0018498007258740442,1.4394254524071657e-05,0.0018194410127424644,1.4019463042855668e-05,-0.00039629068563674767,1.3690222391427223e-06,-0.0010317623070838441,-3.0079992315009413e-05,-0.00022102620485934838,1.5859289964177156e-06,0.003921139932754963,6.308965603123039e-05,0.00048816751662902934,0.00011420983075728632,0.005172628077168908,0.0001783847680895416,0.002367449163920447,0.0002406504067009551,0.005010608357071231,0.0003462093573031864,0.0085642493623127,0.0006136349305099636,0.013110790693055803,0.000933566173158927,0.017630988847163697
0.0,-5.402363522878413e-05,0.0046744708948753344,2.2618234485504956e-05,0.0015289323991894348,1.604977794238431e-05,-0.0014362137123621736,-9.727823918595554e-06,-0.00039809468013699706,-1.5763464296472096e-05,0.00017881902968585087,1.1866831101635995e-06,0.0006524422815935793,7.798991599676654e-05,0.0034549699312590243,0.00013220496533074944,0.002828811329881793,0.00019503935838935553,0.004673206303375221,0.0002316708040497001,0.0010472268180868644,0.0003701229297567227,0.008593621880764537,0.0006295585863435359,0.015809057714299024,0.0008932278815908057,0.01059879085994819
0.0,-5.1394934065241416e-05,0.004192913387683582,2.0595668898376624e-05,0.001879329287562467,2.187683213904356e-05,-0.002039495263693618,-2.01038468203674e-05,0.0005046608043447684,4.480314721076063e-06,0.00018442821118333443,8.358746594259662e-06,0.0003162500307912837,8.152821270823439e-05,0.004947083745716688,0.00015775098180575373,0.002782454894714609,0.0001970067509053666,0.0012822709952038057,0.0002453383578465811,0.0023602396105771584,0.0003806223231602252,0.011343221957367613,0.0006406576888289143,0.009534001737204721,0.0009119319377006996,0.0165922292014307
0.0,-3.235508379393416e-05,0.0010913500049535003,1.7369909254866765e-05,0.003124512451502924,1.520287723765219e-05,-0.0018515498206605455,-9.529913743272611e-06,0.00042369169476014917,7.90069752830412e-06,-0.00020081471825104694,2.6518321020597606e-05,0.003630551640770598,7.668893714337256e-05,0.004724574919073827,0.0001840730102506862,0.0029575688633842394,0.00020417765674957542,1.5756683655431545e-05,0.00024315066685652,0.006025601118195156,0.00041433810943656077,0.007557159285958994,0.0006453768245782801,0.013743393946232014,0.0008752588067295679,0.009845398780635513
0.0,-3.0733481523402916e-05,0.002927710738327574,1.2184670486153783e-05,8.793560921353483e-05,7.91203577913542e-06,0.0012565841193798973,8.19302104267104e-06,-0.001391951376619116,5.449393070632325e-07,9.835298791101095e-05,3.957160603980736e-05,0.0020174466308940965,9.629940863544611e-05,0.005933590175295819,0.0001891790464227713,0.00528468670092514,0.0002045335719400937,-0.0025079533985608235,0.0002638697008586737,0.005923956298499227,0.00043849824322037814,0.010784652545863959,0.0006409407856565053,0.009899598386884378,0.0008867358092275378,0.012252823908853962
0.0,2.6985828666581016e-06,-0.0003179346124296197,-6.670477824615167e-06,-0.00028317940647106605,1.0392128823439126e-05,0.0008915851829445233,2.3533459528623158e-05,0.000891641108378205,1.4233600158774932e-06,-0.0004479056981259344,4.119764500744963e-05,0.004620367229121248,0.00011840708657277921,0.005444682473650618,0.00018650264964890586,0.0014157749615864442,0.00021600164616176825,0.0017293610398538967,0.0002786947502843082,0.003750600896614127,0.00046214736118614663,0.010168228194788234,0.0006465816868022091,0.010134612021339317,0.0008698466352343735,0.010871807088350834
0.0,3.714734399453621e-05,-0.005101936978157409,-1.8007115114428297e-05,0.0007584930092141506,8.686596203903119e-06,0.002496574877282681,2.528977525316736e-05,-0.0016243939408171022,1.5324527325580406e-05,-7.331296186911236e-05,3.7412073884302986e-05,0.0047128675896577895,0.000150345131057423,0.0040515345295046,0.00017352974077166733,0.0008258109996892265,0.000224741623768803,0.0020783709288889076,0.00031455623165008704,0.006398883513806934,0.00045941841889484715,0.0069407407635380365,0.0006692984076674223,0.009150411772742992,0.0008426467135493697,0.009408330170910396
0.0,2.9945240502692504e-05,-0.0021960258758281313,-2.0947478633029262e-05,-0.0016619039756074379,8.0359439212694e-06,0.0024083033519328905,2.7888794467960753e-05,-0.00030240740772305744,8.807532230194584e-06,-1.3381164860302994e-05,6.240016517463482e-05,0.004451807557872408,0.00015188825380433685,0.0030287859597815945,0.0001832666681829085,0.0008485996501255172,0.00022089036627630319,0.006273451235655761,0.00034871502440095764,0.004179239868087133,0.0004744751980419236,0.007404841348129607,0.0006722242255832729,0.00841034550745278,0.0008286010621526712,0.007789798749081143
0.0,2.067137092894391e-05,-0.001299165516460209,-1.138638830248694e-05,-0.0010851822878807306,-1.8536626954813153e-06,0.0008560260550305877,2.652667826628179e-05,0.0005233932523314973,4.126221301184169e-06,0.00032584443804685995,8.936367011803134e-05,0.002698217729019569,0.00015142662417340548,0.0029053855279075375,0.0001808966072529399,0.002207151854317349,0.0002380522465772279,0.006165069760868205,0.000365133603738479,0.005889930110317095,0.0005055907843488311,0.0062498039576862514,0.000662285319971717,0.00821427549476309,0.0008315969635147842,0.00857477526588058
0.0,6.231355391887043e-06,-0.0005631168874348652,2.8227521231144976e-06,-0.00029113281927089217,-5.790011538407713e-06,0.0011607883804536125,3.644357285455371e-06,-5.532501257946921e-05,3.0179744451947564e-05,0.00030866767454704186,9.025329415999247e-05,0.005579313856490667,0.0001518407410264144,-0.0010581202803259132,0.00017855318890203084,0.004298769977119684,0.00026123287676660444,0.003434141758837156,0.00037975046454483954,0.008723459661009564,0.0005342657438779831,0.0049796875298731055,0.0006537795115197457,0.006161438404086894,0.0008414227659916306,0.011037593651549304
0.0,-2.159435311223446e-06,-0.00013476325535888447,9.890993796117592e-06,0.0009562635161888954,-6.71944593405487e-06,-0.0020474042516315564,-6.1450276683727636e-06,0.0032403518385919683,2.7456880242198053e-05,0.00024284281669825704,0.00010251612815169328,0.0036588562829729496,0.00013929298520688199,0.002304065514424077,0.00018496960363314886,0.0009523325917726544,0.00027971354753833743,0.005576045067141182,0.0003993390171067316,0.007030041583264476,0.0005558822484165707,0.006019765168655305,0.0006559887423061626,0.0062716743453461715,0.0008196316949993073,0.008369868624188119
0.0,-2.2074079505493124e-05,0.002998740780414562,1.8346455622604278e-05,-0.0006216276572980104,-8.895607479022183e-06,-0.00038808722472625124,-1.6125440207886018e-05,0.001345284242749751,2.706841267202066e-05,0.0005493260930426945,8.85562760743979e-05,0.002153134199228733,0.00014048527600588474,0.0028018524374665557,0.00019539669437702097,0.003883427600973057,0.00028209145589501726,0.004870610751846465,0.00044176395288796544,0.006034866407977418,0.0005519174830201397,0.008405159029277822,0.000676630430889966,0.005481635258740775,0.0007770662150187509,0.0034444874274504197
0.0,-4.671752496313576e-06,4.9654763027475075e-05,1.3795162962071328e-05,0.0009335204967115126,-1.0458283116695426e-05,-0.001241878224211588,-9.179233263537825e-06,0.0017139388484722943,1.1659059632594515e-05,-8.298569519351513e-06,6.443503915602205e-05,0.005147785116837564,0.00013707781903329717,0.002571953666459453,0.000202152127608684,0.002923358005413514,0.0003103374871578306,0.00713548058025196,0.00045263837722948804,0.00741498199428552,0.0005641212510353025,0.005166893913638577,0.0006946301632887716,0.007221558375636769,0.000729020968931232,-0.0029395026715509937
0.0,8.305621638105838e-06,-0.0006037751645957896,2.1129559022417773e-06,-0.00027399690921574104,-4.4754731230136235e-06,0.00015610890906054902,-3.6262571536371426e-06,0.0001560134342991884,-9.960039614836605e-06,0.00011616461316321654,3.8357126264211176e-05,0.0038410858622174816,0.00013681959814424658,0.003595383492385933,0.00020700916047714725,0.003467447239257624,0.00033867665378763226,0.006861824939198463,0.00046281407870285275,0.006709405367269004,0.0005857633709187441,0.007555617848063071,0.0006901653786704343,0.0007450442240667316,0.0007633521583385031,0.006050796524634304
0.0,2.147422576838139e-05,-0.0011248343817844373,-1.1052494775690449e-05,-0.0016372145715880223,4.7335317294806275e-06,0.0017286762603978209,-3.3443121649689443e-06,-0.0016027796796400688,-2.236631624540228e-05,0.0002910525813964975,1.547187296024686e-05,0.0027124454983772877,0.00012273401418634277,0.003146437625016589,0.0002303798527456485,0.005873050120473576,0.0003557540702054044,0.0073264629578945395,0.00046836056900563826,0.005158667414314253,0.0006204009982170211,0.0053790490513222,0.0006828450338673255,0.0037975157574254162,0.0007436280638925549,0.0017075278600824505
0.0,4.283778349505314e-05,-0.004771342144763351,-1.7455772177837786e-05,0.0005759583031511841,4.796282159161903e-06,-0.00019386637594240644,1.7276970580945612e-06,-0.0006901489520784377,-2.750170336945377e-05,0.00013553404824827563,1.5006770268482605e-06,0.0013445026444877275,0.00010135004977167671,0.005645290700448244,0.00025406683525256205,0.008123122133385393,0.00036599334900706593,0.004096702375070302,0.0005006424786544256,0.00933766016460988,0.0006191609755954683,0.003417998857532872,0.0006929329321499774,0.002158537239302114,0.0007390939519027946,0.002577924343107578
0.0,1.3281879152297401e-05,-6.360007693274113e-05,-5.858896896777219e-06,-0.0018129015033010217,1.0925575028925556e-06,0.0017547619298371227,-6.3168736820063016e-06,-0.0011354165417856441,-7.015345753160476e-06,-0.0001834090087589688,-1.4826294490422506e-05,0.002378532114814335,7.849189847400497e-05,0.007898420802869595,0.0002747877722747351,0.005863032342048711,0.00038374371260146723,0.007559188264890161,0.0005224757686336745,0.00696268192510224,0.0006292538103002774,0.004226891086226019,0.0006949871408313382,0.001696901131401643,0.0007348237247594342,0.00214869009632239
0.0,5.817079922108624e-06,-0.0008018802018023776,8.316988190709067e-06,0.0007938511926540122,-1.4037165500036062e-05,-0.0010760227583089235,-2.5659865925231964e-07,0.0004952183627849657,3.290221683465342e-07,-3.1000035129727525e-05,-2.7719853823989667e-05,-0.001079242861229288,8.415798196832218e-05,0.010395062625966223,0.0002592629209858905,0.007445551424351066,0.00042009244985554756,0.005831673250924227,0.0005403914664468643,0.005104198557128999,0.0006407326389192412,0.004828139381099093,0.0006956853252606627,0.0025291398011588833,0.0007254235858564885,-0.00010074909791897232
0.0,-1.7299212120497628e-05,0.003229984480700571,1.3654287434009113e-05,-0.0009903326270072916,-1.1843198617480408e-05,-0.00163619627213716,-5.944597281650825e-06,0.0026379022373550004,3.928192791766796e-06,-0.0006291023997521775,-2.5424274326939426e-05,0.0030375963709986286,7.48366300160834e-05,0.006064849570398064,0.0002570431099161052,0.010972405460225234,0.000446807417159742,0.0053854308516997655,0.0005637311103089003,0.0035828332195413804,0.0006458849126497959,0.004816420937269545,0.0006991726018515354,0.0024210915020023024,0.0007258427587637149,0.00012568796394790292
0.0,-8.886422862933586e-06,0.0014146641459968831,1.2516258060996809e-05,-3.156989197685865e-05,-1.0452872186174765e-05,-0.0002557307314823218,-1.3149661554947886e-05,-0.0017700096910141243,-1.3707227559771151e-05,0.00023275420649900277,1.0399541981434457e-05,0.0010168543176711686,5.724648412014096e-05,0.007950625567384436,0.0002540632681198883,0.009553954747321803,0.000476294384586756,0.008303409825188896,0.0005827048343550423,0.00421374082186431,0.0006492627150699693,0.0023353300521073306,0.000704237542075028,0.0019366740109471358,0.0007310403068066752,0.001180154712920298
0.0,1.2846484176274369e-05,-0.0010712275359483457,-3.7308203563201912e-06,0.0005636298134312737,6.075308428246775e-06,-0.0013197719491942956,-2.460797344583618e-05,-0.0016514613314163923,-1.3885530371394633e-05,0.000317258321017172,1.931094125628853e-05,0.00223141738630228,6.125155507450875e-05,0.004165803220491705,0.0002568764183435564,0.013448330357117039,0.00048078645870279995,0.009482373304000426,0.0006156781485173663,0.0024758040210607073,0.000654817924375712,0.0022633649577258295,0.0007025282100340164,0.0010974012608359978,0.0007455381556602992,0.0030980233565970038
0.0,1.2698865792198659e-05,1.4284405086794011e-05,-9.722468288164632e-06,-0.00046195175207944375,1.0382377110100839e-05,-0.0022647555317639343,-2.1377618755028983e-05,0.0003355977372034443,-9.975321988350523e-06,0.00024040921882815668,1.304532640092887e-05,0.0012431581531965566,8.611093950522374e-05,0.004695156497662735,0.000244218088086438,0.012599416645718727,0.0004969537082699545,0.010263267759818603,0.0006325206631793428,0.0032089556967444264,0.0006727244008224403,-0.0013628677885418584,0.0006997060148446291,0.0034858697622447738,0.0007457483516368955,0.0019533978016645984
0.0,-2.823584506508405e-07,0.0008976418957816901,6.0399258400249766e-06,-0.0003854468045539354,-1.2342546401812813e-05,-0.00032464546682807227,-2.3911927314030213e-06,-0.0015696288745959252,-4.540240893621705e-06,0.0002505888796764743,8.769969526939951e-06,0.001980077830502714,0.00010050609264933146,0.006068561634483317,0.0002525332173413319,0.009173084037092973,0.000493883209832907,0.012166841040023685,0.0006573914256797635,0.003030207510100981,0.0006856638903351795,-0.000563763645825862,0.0006961485985028166,-0.00010412566890415813,0.0007759774513198347,0.007429809622136216
0.0,-7.0906992280369195e-06,0.002212755101162477,9.017301092740233e-06,-0.0011276485959519778,-1.9872152930556106e-05,-0.0005447491452500172,1.2142304059219758e-05,0.0006410440863283476,-6.27178631877006e-07,-0.00038813800163601105,1.1086022603669431e-05,0.004519431468358063,0.00010666023385301092,0.00640863481280997,0.00027511784017387233,0.008509351586589189,0.0004821144462812107,0.01188228767346798,0.0006752561677566857,0.004768863814706221,0.0007032283394892846,-0.0014799420446238833,0.0007022029321028786,0.0016664954264630025,0.0007555675682800902,0.003239078835085743
0.0,9.332741055596304e-06,0.0004304093726807001,-3.6759447695266486e-06,-0.001181850292246023,-7.91805442635609e-06,-0.0003716569570491307,6.08417870189047e-06,0.0005789631601228749,5.761008246392302e-06,8.323027796474684e-06,1.9956387726088127e-05,0.0012466791407625298,0.00012371326399697753,0.009136535878818066,0.0002843620125486257,0.009931781740485361,0.00048342508293890927,0.007475276852136305,0.0006791095107171935,0.007810235475654523,0.0007235142434552764,-0.0010566579864351106,0.0007140234432048418,0.001976813325834481,0.0007302788300831007,-0.0008385749669204672
0.0,3.300475564476933e-05,-0.0034029717837494797,-1.5399382455630424e-05,-2.9543346734115647e-05,5.0117485879282236e-06,0.000633200885410986,-5.70928541268663e-06,-0.000833291659089588,1.430256745341182e-05,1.1985861137976991e-05,3.318761877891758e-05,0.004227843661140225,0.0001234629734468902,0.006917159192432311,0.00031048473275230586,0.008054038135147629,0.0004885528442692374,0.009682603656332903,0.0006632642222207806,0.004678469219149184,0.0007534693942474604,0.0030788420315454074,0.000724996964353373,-0.0016170431917152377,0.0007257814035931506,0.00022141244093981704
0.0,2.8859846096474207e-05,-0.003197225621470426,-1.2401937456979405e-05,0.0003468279162681088,7.598068949004068e-07,0.0001376413668595507,3.1495116985788686e-06,-0.0008473970470837093,-1.2745745726104337e-06,0.0002951983135726963,4.920291443718226e-05,0.002888751944798094,0.00014367703383321107,0.007629398239222338,0.00031018004536239815,0.008112668831196967,0.0005117796992463792,0.006490823151821536,0.0006470206979485556,0.008565026123194135,0.000761444320874219,0.002305344347638734,0.000760172644629969,-0.003303740383955798,0.0006901890400032863,-0.002571957468201415
0.0,-8.715598884765281e-06,0.002902363449946448,-1.2086146042333408e-07,-0.0023317201885473824,-4.898205777584313e-06,0.000701504793048586,8.477922542692414e-06,6.215863801414638e-05,-3.666218360535242e-06,2.4516369060972925e-05,4.965911470168373e-05,0.0056749943132047035,0.00016453458607604615,0.0032840363503609422,0.0003315107283555187,0.011360031915337094,0.000505809074183823,0.0075138749823022485,0.0006464350251308498,0.00592012197118608,0.0007684595454432551,0.004580360579966361,0.0007892639030494275,-0.0024730922171540127,0.000646080855642481,-0.00954311591245929
0.0,-4.597767458472466e-06,0.0002684208351904215,6.578544797616493e-06,0.0008482055498443458,-1.0838627808795048e-05,-0.0013891927607088846,9.912935403974692e-06,-7.72903199648133e-05,-5.917638360683153e-06,0.0005255916194515332,5.8867920606622704e-05,0.0020903661328900125,0.0001872774324818769,0.007812742050100395,0.0003408593002582707,0.007377219494870719,0.0005100706836614533,0.009434937714720487,0.0006470716298266553,0.005785475104592181,0.0007724017992581557,0.0060734076960375655,0.0008055417270659682,-0.00457604141836058,0.0006534421618735897,-0.008272762645190586
0.0,-1.5061344154744503e-05,0.0022480377267737437,2.7204404480293993e-06,-0.0007141550929054921,7.340360420287473e-06,-0.0003129709984815886,-1.4022183477197017e-05,0.000548134208860243,1.8720825730343487e-05,0.00015829377934762783,5.298965196080537e-05,0.0056448084565420935,0.00020536221836214708,0.006445441317439266,0.0003593898421139939,0.005605695591709803,0.00050632406419355,0.008488808747189477,0.000653385653815127,0.008105375037501241,0.0007807795972550242,0.00414123196597833,0.0008058802446093545,-0.003916367512003485,0.0006825492084363843,-0.006216712448518571
0.0,-1.2688010686425642e-06,-0.0013107276188449135,2.4522299233551696e-06,0.002151899378586708,5.362736485681409e-06,-0.0020113522970114602,-8.774549604539144e-06,0.0007089882320754206,6.0093780618278235e-06,0.0003758634779634974,6.920755303396848e-05,0.004681071007265934,0.00021942569616786135,0.007402552617688173,0.0003748643723489849,0.0065180224968951275,0.0004990556780481733,0.005244625715308493,0.0006659728970180771,0.009433952305203655,0.000793569176795649,0.0031942836784003194,0.0007899059829975339,-0.0013972475039244047,0.0007285131423759402,-0.004512640220559491
0.0,-2.3946078097707054e-05,0.002694676443139028,8.534429192126395e-06,-0.0004238930552918794,1.1961777918161286e-06,0.00041436545119019613,-6.499203684364094e-07,-0.0007512910710608842,-9.671141965369168e-06,0.0003858142743892801,8.886063977763258e-05,0.0058416491989770405,0.00022709608025455973,0.008246440606531454,0.00038815573628034816,0.005665555215153304,0.0005007414464785574,0.006190265742974761,0.0006758548802568436,0.008359666851996394,0.0007992746441567197,0.003859695249197202,0.0007748939426748014,-0.0003200840114188804,0.00078830786084675,-0.00047912109807335477
